,x_nose,x_left_eye_inner,x_left_eye,x_left_eye_outer,x_right_eye_inner,x_right_eye,x_right_eye_outer,x_left_ear,x_right_ear,x_mouth_left,x_mouth_right,x_left_shoulder,x_right_shoulder,x_left_elbow,x_right_elbow,x_left_wrist,x_right_wrist,x_left_pinky_1,x_right_pinky_1,x_left_index_1,x_right_index_1,x_left_thumb_2,x_right_thumb_2,x_left_hip,x_right_hip,x_left_knee,x_right_knee,x_left_ankle,x_right_ankle,x_left_heel,x_right_heel,x_left_foot_index,x_right_foot_index,pose_id,y_nose,y_left_eye_inner,y_left_eye,y_left_eye_outer,y_right_eye_inner,y_right_eye,y_right_eye_outer,y_left_ear,y_right_ear,y_mouth_left,y_mouth_right,y_left_shoulder,y_right_shoulder,y_left_elbow,y_right_elbow,y_left_wrist,y_right_wrist,y_left_pinky_1,y_right_pinky_1,y_left_index_1,y_right_index_1,y_left_thumb_2,y_right_thumb_2,y_left_hip,y_right_hip,y_left_knee,y_right_knee,y_left_ankle,y_right_ankle,y_left_heel,y_right_heel,y_left_foot_index,y_right_foot_index,z_nose,z_left_eye_inner,z_left_eye,z_left_eye_outer,z_right_eye_inner,z_right_eye,z_right_eye_outer,z_left_ear,z_right_ear,z_mouth_left,z_mouth_right,z_left_shoulder,z_right_shoulder,z_left_elbow,z_right_elbow,z_left_wrist,z_right_wrist,z_left_pinky_1,z_right_pinky_1,z_left_index_1,z_right_index_1,z_left_thumb_2,z_right_thumb_2,z_left_hip,z_right_hip,z_left_knee,z_right_knee,z_left_ankle,z_right_ankle,z_left_heel,z_right_heel,z_left_foot_index,z_right_foot_index
0,0.2670682007372625,0.3224842650593922,0.38329349802169804,0.4403628588188272,0.20075217886379906,0.16799446046702876,0.13653309324616913,0.5460687898427997,0.13282707937361435,0.39185528347514037,0.23907899333760813,0.8740827350024296,0.10966869912270355,0.965000427721531,0.0,0.9926789080089599,0.01548410349567097,1.0,0.008548859457174606,0.963380342565409,0.06825853807656143,0.9340964688173032,0.08791205038919063,0.7352338576456481,0.32811858866990823,0.7779770002631027,0.35987258570964387,0.7671100922872103,0.47060530504093184,0.6940980449172305,0.4938451527648782,0.7941584740621037,0.5358447067124245,0,0.05675951533306761,0.009461697514855375,0.0044182076073430564,0.0,0.021164462582139623,0.024496949678790285,0.0276296792775111,0.0074146246996149275,0.04657900217861487,0.08832323927676317,0.09740729843724671,0.20450872573925521,0.23032890724782873,0.40430938519936954,0.43227131084854,0.5371028895684071,0.5913960880559309,0.6074585454941193,0.6491697992081183,0.6057672343917627,0.644682128939705,0.5832351087303677,0.6268283405399403,0.5744760835688069,0.5884939344348589,0.7895004338275475,0.7763542656164397,0.8908979206047428,0.892833625565085,0.8332180295644375,0.9004584590253963,1.0,0.9988267820272437,0.0,0.004396945462472669,0.004435817653770333,0.0044917013368657045,0.017645226310363943,0.017670905515524183,0.017651361441566222,0.09221347602280791,0.15278326067636513,0.037075805249222174,0.055625556039211155,0.20169925072477007,0.2137189151061969,0.3332817262456947,0.3047068275038266,0.3156296776694339,0.2464390127908357,0.2947465941481725,0.21660412497558715,0.26665150193116266,0.18821064942552795,0.3050341784723606,0.23224726655855227,0.44618607193287224,0.437660561487993,0.49899722507524913,0.5158246629368735,0.9576965819721457,0.900332761663444,1.0,0.9382801678242072,0.9353224848769508,0.8485872491045457
1,0.4938375775819102,0.5249342161847248,0.5434773167458681,0.5610039776486727,0.4638013703587864,0.44549353706602396,0.42777479284828573,0.6012409003546514,0.4177450891300108,0.5388567748430905,0.46393047454053027,0.8314686181560678,0.2791492841461072,0.9313576352253958,0.1411549840192122,0.9682453541484416,0.046671223742829025,1.0,0.0,0.975609496771544,0.017030326453802775,0.9425572034101918,0.04019068675235087,0.7453964224397437,0.4493548014685318,0.682381080810488,0.4249650768115503,0.704358075726538,0.521334038427125,0.6983232855034979,0.5657730296271993,0.6942127200817793,0.4735185506210749,1,0.03262030504378121,0.001772658253066834,0.0005518631758518586,0.0,0.004345311209450863,0.005083084938476517,0.00602140281136482,0.00748374618115953,0.015746872135822654,0.05953090651971986,0.06513404444308021,0.20855609871632189,0.20237297403767776,0.4365365924784999,0.4237039717145106,0.6491198403050167,0.65545604964677,0.7172799307338358,0.7143951045410175,0.7175413039680429,0.7167504355092015,0.735801760515006,0.6933375556320966,0.5067485214806816,0.5055137503838967,0.6645792470253935,0.666229961197285,0.9011391178224494,0.8936045189731837,0.9295152000498368,0.9179279542812017,0.9979614542945185,1.0,0.0,0.03559946012654939,0.035563508075971556,0.035363417110774634,0.03879655844152467,0.038586083880889285,0.0384425054041407,0.26086662406431627,0.2719787558375946,0.08474342457287354,0.08803171627876079,0.4007297033406784,0.45406666470429996,0.3459568959494207,0.43440754742201826,0.17787202362583454,0.26370419421599434,0.11174065785008548,0.2064969390906562,0.07798172064507793,0.15697515266871734,0.16068889611690593,0.2401093420166738,0.9742231990901888,1.0,0.2226614251665457,0.28082747821581405,0.83216382091318,0.8874945934088796,0.8789172152079181,0.9343815371280465,0.6117099358848206,0.658772081335959
2,0.5110057948002239,0.5375379805779436,0.5550853777088832,0.5712186297889792,0.48575093619561954,0.4677028911370112,0.45220473044374704,0.6042718664189702,0.4324251823233059,0.5441290917301441,0.48093668820163865,0.781785925911309,0.29320954576577646,0.9199320274564734,0.15159384646773014,0.9622808233269209,0.06090452694772794,1.0,0.0,0.9546600786316082,0.016540566834202824,0.9349365130285658,0.051160266787874,0.7053972281082992,0.4378715801948456,0.6659048736926962,0.41123860566867054,0.657195575134075,0.49035756050499635,0.6435057468371711,0.5269930775468112,0.6136459044596626,0.4778647510142633,2,0.03250281702323688,0.0015285886310248962,0.0005909868862878687,0.0,0.0023609152482742023,0.0021971323412927684,0.002010568332129795,0.005506262373374893,0.012083469802890965,0.061073724661612164,0.06442542347678104,0.20198238352141026,0.2011295616873177,0.4699554932682037,0.43260373030829324,0.6837497460937311,0.6732814408852752,0.7539671909365424,0.7304614864280418,0.7500668874152876,0.7365609438218408,0.736709246464507,0.7123434192840474,0.512286752023232,0.5123238952528032,0.6448482306256154,0.6469004269512879,0.8993695815916254,0.8856791032953875,0.927146214051003,0.9109023240806164,1.0,0.9982073060860724,0.0,0.03792938796684485,0.03791204817668308,0.037709294945662525,0.038337916301030076,0.0381396239288893,0.03798500480416862,0.2734056809960224,0.27011543782548897,0.0886153501735692,0.08761432624600919,0.42207056640288576,0.46145124444173646,0.36951111541598375,0.4209266870671671,0.20148785803462244,0.23374324935437685,0.13623913421745637,0.17560912058486305,0.09936839440199136,0.12712440516704246,0.18308602371275873,0.21029262934222723,0.9779353299891611,1.0,0.18181662156410966,0.23812719439316485,0.7978382018812583,0.83106316807347,0.845756827112299,0.8770569686725471,0.573690792402415,0.6018476617023516
3,0.5072315233971781,0.5279076290437467,0.5416689260781429,0.5529952110038405,0.48871252638500734,0.47780982663698934,0.4674344381308413,0.5779463888683711,0.46244450650968855,0.538500036895293,0.4898978940924339,0.7388088062748147,0.3652810898191039,0.8859285618497964,0.23008625518218892,0.9677560698365285,0.06260802997872654,1.0,0.006493498015974757,0.9853097892636113,0.0,0.9695417542090928,0.022583799158243045,0.6844886414443346,0.48599837513607724,0.6412226631208203,0.48592523180366537,0.6353353934752903,0.5328444270298907,0.6348750270095059,0.5579287708832829,0.6211017539450427,0.5011494984584608,3,0.03267300042613759,0.00223840736720647,0.0008291601562314976,0.0,0.0061647360855216545,0.007374526170817021,0.009005261987175378,0.007368702275567438,0.019529477119096927,0.05371988066101241,0.058669371462199985,0.1776513482520662,0.19487101885405578,0.3431739530844756,0.3883347393199656,0.5288733602405319,0.5731636697709332,0.5843081824178227,0.6173071704896876,0.589466716446173,0.6173885996814074,0.5714108353134701,0.6055856858948161,0.4862548053794914,0.48760711632445214,0.6917591099679489,0.6926966216637075,0.9168006827230505,0.9178517302785262,0.9383571613166765,0.9363598060272681,1.0,0.999677157558684,0.0,0.03697060403822039,0.03691644129485105,0.03672255752541418,0.03857235660016166,0.03835693824601168,0.03826151900869717,0.2568189920495162,0.26399305405377915,0.08063505609230376,0.08291257407352438,0.40951931111237644,0.4708682686623205,0.3971791674917633,0.48336869629965656,0.26165651535890055,0.3405705448426197,0.21568467243167125,0.29855613502528877,0.17048705945584355,0.24204822462586387,0.24046184355200045,0.3134496568325075,0.9590646874975712,1.0,0.4829172675978935,0.5526285974396566,0.9053736508681468,0.96452952268556,0.9298234963008373,0.9899255216381729,0.667831208186557,0.7321598344413007
4,0.4647261498509042,0.4858226551359052,0.5002205660452367,0.5146253232574965,0.4423804544000497,0.4280538221658251,0.4148354294545883,0.5357600880152193,0.40276273367866994,0.49700657780612756,0.44008302427149226,0.6733494742551491,0.29516177761638607,0.7979552858079564,0.19494925747842315,0.9363105767440612,0.06535293665494145,1.0,0.003989750001082374,0.996770700414531,0.0,0.9684803030465755,0.02953090881753057,0.5923191893342162,0.38242895363788426,0.5682056266020895,0.3823198202314111,0.5552932921289614,0.41274056399622655,0.5411063963135361,0.41833172169651517,0.5632773242446651,0.4230373179064537,4,0.019971185934553944,0.0,0.00023511596431812328,0.0006906880751023205,0.00030152794853432357,0.0009412462874333652,0.002012006261848794,0.01408263373902484,0.01698537225318652,0.04386293164887874,0.04328609146127089,0.15335721436290714,0.16479895714956738,0.2900806427551997,0.31649809882368074,0.3904092806190932,0.3988449783159369,0.4215745143064776,0.4283086843471235,0.4171019887397122,0.4273321771136427,0.4089677845988683,0.41965316676570286,0.5012186169196997,0.5047855830966196,0.723249104009989,0.736502060843661,0.9299001472946274,0.9369680280980129,0.9451701059057914,0.9575142744065117,0.9952805446332986,1.0,0.1048858311163376,0.1372002785459434,0.13703930744002366,0.13692499462567484,0.13920692994912764,0.1391949205106016,0.1391424806481186,0.3252984238971111,0.33147905506248443,0.17389467166570363,0.17562439596530743,0.42544189611507044,0.4557276207409576,0.490553544030953,0.41251103747531087,0.3213994237619846,0.11672925741239483,0.2753124832575342,0.05025488511805594,0.21979301124113876,0.0,0.2948795101350025,0.08519174153919339,0.5132469817511915,0.5307833119763455,0.5746318077566408,0.5837927484535261,0.9702173937607438,0.9606171459768147,1.0,0.9879568457866984,0.8012692414483618,0.7886603351635488
5,0.4193110462312774,0.4482400850683466,0.4681624188588557,0.4900410867557328,0.38988755936111036,0.3676911238432795,0.3445345626161413,0.5291395697262059,0.321917615484342,0.4581273119036785,0.38921080063145913,0.7274400474629982,0.18633359099361615,0.8489585794239846,0.12182789824937722,0.94470104395295,0.025896031567780593,1.0,0.0,0.9888258393403723,0.0017407441328213514,0.9510594060943965,0.029758468161344413,0.6380903910244253,0.3181449203976976,0.5696214804856721,0.3410536932853418,0.4859252202113537,0.367138532342865,0.474852114418965,0.37327733847337824,0.48019619441641487,0.3683074818138335,5,0.025615962671421903,0.00044147985204262774,0.00021447442304501808,0.0,0.0007597505956313499,0.001187532246680982,0.0018149509374233948,0.011522315998821794,0.016020648333892128,0.048913978705973866,0.05197822985161076,0.16746837870212675,0.18017063551108742,0.3519454223334181,0.36972555649641853,0.4782567951410697,0.4842927715471091,0.5362782081277767,0.523907901588277,0.540421532955682,0.5242437755005854,0.5222823350493123,0.5053584327577303,0.5453835699369962,0.549195971627076,0.8016137638627171,0.8295649943454069,0.9325435967189868,0.9181175515740302,0.9460584547150034,0.9355236417456363,1.0,0.9868663479041448,0.04718089105411561,0.07471460426898649,0.07454492366558603,0.07437003848991522,0.07397299808519582,0.07393610418382449,0.0738390566444696,0.24326842189698,0.235904950158591,0.1106724497080367,0.10851923320401637,0.3431088700015795,0.33757813766217376,0.4079574750978538,0.32016572149929623,0.27051539699710203,0.09339174386575995,0.22906175418829913,0.03999491090159935,0.18486795769202377,0.0,0.24979534318627875,0.07053449142627136,0.4576355026886853,0.4594206889583473,0.4300899590933816,0.4455799258575275,0.9289827948058204,0.9490394017463772,0.978830010503998,1.0,0.9105415683248577,0.9215004014779006
6,0.4014438097832426,0.43361529421997635,0.45537945785709943,0.4767020807644315,0.3752581940078175,0.3535338940694894,0.3312478627229346,0.5114557645580649,0.305452449274447,0.43872593513632246,0.3684967679894163,0.7093645803628533,0.15399695371805894,0.8431665532389767,0.0874190630063911,0.9303047849767101,0.0311026706883498,1.0,0.0,0.9679765252283667,0.009073337432908075,0.9253499685482753,0.0361269657125358,0.6211675029283303,0.29625137250610833,0.562274050238737,0.3313179409007367,0.48456344005502217,0.38349344942430197,0.46108566504243403,0.3882585872607207,0.5126897854432093,0.3804497805266364,6,0.02004850415002056,7.600693484763294e-05,0.00022750606519985838,0.0006938075635624904,0.0,0.00043784251977300185,0.001171651437361685,0.013419333190951205,0.015046241041790571,0.04464135405412201,0.04522295716531125,0.1578456832388307,0.17487516262273478,0.3287521357320536,0.3461760101454252,0.46415263260383427,0.4714789874675801,0.5193582898160478,0.5217151634881948,0.5223080571887624,0.5223358932455031,0.5022109590274463,0.5043532038423635,0.5144014280265278,0.5161739936758601,0.7234603622787843,0.7267459871269798,0.9333373727285164,0.9463124684176878,0.9613446370093051,0.9753664595146164,0.9930118376089851,1.0,0.0,0.02496728128836588,0.024890152811808997,0.02486934842010618,0.024936374542377147,0.024899194188247528,0.024813577888911656,0.1932564506346013,0.18790112343346155,0.06414642542355338,0.06270010964790888,0.2961883236048123,0.3106077598480517,0.3556787722947427,0.3809955396860332,0.19531375126191783,0.2522690902574408,0.1464090568168952,0.2067835491528341,0.09931396618835199,0.15702937126194436,0.17260262552714914,0.22772953065587548,0.49158448047180786,0.49216078535277824,0.613026246857476,0.5884303262674792,0.9703664458799445,0.9513716487676936,1.0,0.9805605978143339,0.849111836069586,0.8076907258062731
7,0.4399884975951994,0.4703049877229831,0.492110282176761,0.512316360117523,0.41098246496340246,0.3889820274438425,0.367527317724836,0.5398871207320434,0.3419245216478761,0.4745540616918149,0.41031531769992385,0.7291263466182539,0.19260618023626055,0.8486149625461458,0.12470835273107184,0.945289035386146,0.03207283065813216,1.0,0.0,0.9837582151693168,0.016973618037639134,0.9466329677994945,0.04101578495835776,0.6387787754746153,0.3220412428358118,0.5674437024431029,0.33457629889592483,0.4830714976247826,0.376360179803412,0.4608957570723246,0.37889260062560626,0.5090016286315291,0.38243822177103554,7,0.023324600079376975,1.916762749183628e-05,0.0,0.00016699685039666036,8.380758048042925e-05,0.0003565355373643196,0.0008639211863902717,0.010807185362334774,0.012371484590870415,0.04803539944576054,0.0490374423791969,0.16728938195760587,0.1738898472310057,0.338043626156148,0.343377667731845,0.45937449000419706,0.46844565627818946,0.5147923762590084,0.5141619706568179,0.5141153703561918,0.5154597288323056,0.49324607269445503,0.49863625421948377,0.5240718390223853,0.5236923340778618,0.748784569257832,0.757148756582755,0.9317336290530213,0.9314708735622381,0.9556049569993268,0.9598693831299229,1.0,0.9949492859908599,0.0,0.02588773228901612,0.025775382693849203,0.02568082416119898,0.02152382203559058,0.021465969627208786,0.021350239646283103,0.1970272770205075,0.1740285918395827,0.06613646728030254,0.05956604587210311,0.31906542684630057,0.28570762919429643,0.3998307441689415,0.3495255376946019,0.23467256136601738,0.21425053538641914,0.18852889495449573,0.16690625325482705,0.13945834292332554,0.12101463108965273,0.2108955151029722,0.19151285289350492,0.4757956780098852,0.4594526301552738,0.5230344702968649,0.5025210505973875,0.9607503325674676,0.9302061482540059,1.0,0.9670512625770167,0.8671680687452695,0.8062767355066149
8,0.4465123945483275,0.4927408083174689,0.5219336209901863,0.5463654574540197,0.4006151846672468,0.371372531346837,0.3422719302936103,0.5960746024248076,0.3082295467127939,0.5144133194198264,0.3968231951766302,0.8609635765153764,0.11757207746887498,0.9043091553849031,0.06834620348293778,0.9901894364912932,0.0013464096637385073,1.0,0.0,0.9828042877200536,0.03223925192094897,0.9612852232344982,0.04800874412075335,0.7070613398389641,0.2722411526137211,0.7199726290900795,0.31878803983235615,0.6232868115038146,0.3948124163339093,0.5711052388369908,0.41121632895901583,0.6736290225979294,0.3708892883820271,8,0.015320932349585276,0.0,0.0002499399654771567,0.0006522865498406469,0.0013572229436229293,0.0029606279456462327,0.004721082147590323,0.01655294652679075,0.025127801526576128,0.04019585021680735,0.042151840850317895,0.17980595780623498,0.18903563594313794,0.3505631415564529,0.36031594384537535,0.4838954485114159,0.5122778684490294,0.5266351442460497,0.5621523187308345,0.5264642033163013,0.5635076705498921,0.5126986694887296,0.5459472291357926,0.4959722088836093,0.4991871752683868,0.7180022060950074,0.7385817109097985,0.9138228685290024,0.9139218502356126,0.92839589908056,0.9269328049340193,0.9771104314153266,1.0,0.0,0.045798869693280245,0.045671381888243164,0.045589556590708444,0.04326279105690746,0.043256537741486106,0.04319626642476536,0.28033303029145906,0.26937539889832546,0.08338510058457863,0.08020717899237269,0.40461281799273097,0.38314130776516747,0.4886648905476879,0.4370084245463652,0.2968026266053558,0.26381928823167283,0.24324299332638194,0.20838767841407405,0.17955656809002327,0.1416214554179191,0.26627589654248873,0.2317169355614473,0.5821245426265228,0.553319661634433,0.40816651062205456,0.5048337023898176,0.8918771694514098,0.9691631720168659,0.9260171982139999,1.0,0.6581866968564317,0.7292182570732647
9,0.4758330628631816,0.5244511074598627,0.5523777495628681,0.5779467027617073,0.4400425910590735,0.41279676849128083,0.3876043958560895,0.6240704733949697,0.3577551486390321,0.5374356282518561,0.43125531322929284,0.8675547986139618,0.18336485168766273,0.9082925527079447,0.11655826850335427,0.9921544865138966,0.031053983119821712,1.0,0.0,0.9853890633233952,0.04836627742638356,0.9669547765620629,0.06895559578478483,0.7378526927818915,0.3273047208463952,0.7385337671035381,0.40353523723013945,0.6268274667943143,0.4523577732411391,0.5844024006386174,0.4601490047882094,0.6933334374968928,0.4292154459881168,9,0.014414696389462953,0.0,0.00021495244036622425,0.0009441110502779132,0.002092502187911587,0.003818990998191139,0.00557727502200509,0.01620758831078966,0.023520812268905317,0.03909115731297121,0.040572340465079744,0.17642199754661064,0.18220632572468248,0.3459193255998311,0.3568534404504808,0.4816444679347133,0.5150488472884213,0.5257994111364823,0.5631233392982833,0.5266166582547608,0.5656976899054104,0.5103302260543814,0.55034401343509,0.4954411162390698,0.49702638929831267,0.730662944225998,0.7353806313320349,0.9227899549563319,0.9153443763901691,0.9368503640872834,0.9276589089990248,1.0,0.9929244597226269,0.0,0.0386731541666181,0.03855371884660775,0.03845500903135331,0.03668599522334751,0.03664575831145172,0.03651584986655293,0.2480229983936017,0.24066127457709147,0.07597793447485737,0.07368644172920713,0.374000489538875,0.3494798260082838,0.46364998973596966,0.41401371314672597,0.3065800791868803,0.27088140286109824,0.26171189995816024,0.2249290099341759,0.20628806173031497,0.1582026219284204,0.28001006793513866,0.2403506495416113,0.5482701175392428,0.5297556807596787,0.47333764129505557,0.5140396752139261,0.937630775328992,0.9673500086329697,0.9703847253373329,1.0,0.7360664117772963,0.7666565087166138
